/home/hongyux/.conda/envs/TL/lib/python3.12/site-packages/torch/optim/lr_scheduler.py:28: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
loss: 0.053683  [115840/158947]
loss: 0.062130  [116160/158947]
loss: 0.053285  [116480/158947]
loss: 0.052377  [116800/158947]
loss: 0.051184  [117120/158947]
loss: 0.048525  [117440/158947]
loss: 0.057136  [117760/158947]
loss: 0.067749  [118080/158947]
loss: 0.052956  [118400/158947]
loss: 0.050639  [118720/158947]
loss: 0.052146  [119040/158947]
loss: 0.047510  [119360/158947]
loss: 0.061204  [119680/158947]
loss: 0.053237  [120000/158947]
loss: 0.056858  [120320/158947]
loss: 0.051092  [120640/158947]
loss: 0.051377  [120960/158947]
loss: 0.056180  [121280/158947]
loss: 0.056554  [121600/158947]
loss: 0.055438  [121920/158947]
loss: 0.048559  [122240/158947]
loss: 0.052946  [122560/158947]
loss: 0.052799  [122880/158947]
loss: 0.054995  [123200/158947]
loss: 0.061810  [123520/158947]
loss: 0.056398  [123840/158947]
loss: 0.061999  [124160/158947]
loss: 0.054958  [124480/158947]
loss: 0.049128  [124800/158947]
loss: 0.052166  [125120/158947]
loss: 0.050406  [125440/158947]
loss: 0.049567  [125760/158947]
loss: 0.054791  [126080/158947]
loss: 0.048119  [126400/158947]
loss: 0.051792  [126720/158947]
loss: 0.047943  [127040/158947]
loss: 0.062998  [127360/158947]
loss: 0.055305  [127680/158947]
loss: 0.052826  [128000/158947]
loss: 0.064321  [128320/158947]
loss: 0.056545  [128640/158947]
loss: 0.047065  [128960/158947]
loss: 0.049121  [129280/158947]
loss: 0.057796  [129600/158947]
loss: 0.048644  [129920/158947]
loss: 0.055557  [130240/158947]
loss: 0.051325  [130560/158947]
loss: 0.049953  [130880/158947]
loss: 0.054058  [131200/158947]
loss: 0.055246  [131520/158947]
loss: 0.052319  [131840/158947]
loss: 0.052607  [132160/158947]
loss: 0.050245  [132480/158947]
loss: 0.049619  [132800/158947]
loss: 0.053332  [133120/158947]
loss: 0.050825  [133440/158947]
loss: 0.054862  [133760/158947]
loss: 0.057599  [134080/158947]
loss: 0.050568  [134400/158947]
loss: 0.053965  [134720/158947]
loss: 0.055565  [135040/158947]
loss: 0.049380  [135360/158947]
loss: 0.052226  [135680/158947]
loss: 0.057101  [136000/158947]
loss: 0.052353  [136320/158947]
loss: 0.057879  [136640/158947]
loss: 0.051322  [136960/158947]
loss: 0.053667  [137280/158947]
loss: 0.051261  [137600/158947]
loss: 0.061196  [137920/158947]
loss: 0.054100  [138240/158947]
loss: 0.060407  [138560/158947]
loss: 0.053287  [138880/158947]
loss: 0.053287  [139200/158947]
loss: 0.058708  [139520/158947]
loss: 0.048589  [139840/158947]
loss: 0.057022  [140160/158947]
loss: 0.057686  [140480/158947]
loss: 0.053508  [140800/158947]
loss: 0.050930  [141120/158947]
loss: 0.057802  [141440/158947]
loss: 0.055161  [141760/158947]
loss: 0.054779  [142080/158947]
loss: 0.056290  [142400/158947]
loss: 0.051194  [142720/158947]
loss: 0.056171  [143040/158947]
loss: 0.049351  [143360/158947]
loss: 0.048575  [143680/158947]
loss: 0.057373  [144000/158947]
loss: 0.053303  [144320/158947]
loss: 0.052507  [144640/158947]
loss: 0.052722  [144960/158947]
loss: 0.054270  [145280/158947]
loss: 0.061578  [145600/158947]
loss: 0.059510  [145920/158947]
loss: 0.046606  [146240/158947]
loss: 0.053966  [146560/158947]
loss: 0.052892  [146880/158947]
loss: 0.056099  [147200/158947]
loss: 0.052854  [147520/158947]
loss: 0.058723  [147840/158947]
loss: 0.056929  [148160/158947]
loss: 0.054118  [148480/158947]
loss: 0.055469  [148800/158947]
loss: 0.056404  [149120/158947]
loss: 0.056656  [149440/158947]
loss: 0.062201  [149760/158947]
loss: 0.050039  [150080/158947]
loss: 0.056225  [150400/158947]
loss: 0.046241  [150720/158947]
loss: 0.063819  [151040/158947]
loss: 0.053211  [151360/158947]
loss: 0.052424  [151680/158947]
loss: 0.052907  [152000/158947]
loss: 0.047947  [152320/158947]
loss: 0.056419  [152640/158947]
loss: 0.058918  [152960/158947]
loss: 0.048290  [153280/158947]
loss: 0.051084  [153600/158947]
loss: 0.055849  [153920/158947]
loss: 0.051955  [154240/158947]
loss: 0.049832  [154560/158947]
loss: 0.059318  [154880/158947]
loss: 0.059463  [155200/158947]
loss: 0.054350  [155520/158947]
loss: 0.051027  [155840/158947]
loss: 0.053584  [156160/158947]
loss: 0.051843  [156480/158947]
loss: 0.054072  [156800/158947]
loss: 0.050892  [157120/158947]
loss: 0.053287  [157440/158947]
loss: 0.057620  [157760/158947]
loss: 0.052507  [158080/158947]
loss: 0.054815  [158400/158947]
loss: 0.053666  [158720/158947]
Epoch 21 results: Train loss: 0.053861, Val loss: 0.054042
Validation loss decreased (0.054380 --> 0.054042). Saving model...
Saving best model to best_model.pth
Epoch 22/50
loss: 0.054696  [    0/158947]
loss: 0.052421  [  320/158947]
loss: 0.053407  [  640/158947]
loss: 0.055205  [  960/158947]
loss: 0.052486  [ 1280/158947]
loss: 0.050552  [ 1600/158947]
loss: 0.051658  [ 1920/158947]
loss: 0.058488  [ 2240/158947]
loss: 0.049644  [ 2560/158947]
loss: 0.054128  [ 2880/158947]
loss: 0.064932  [ 3200/158947]
loss: 0.061725  [ 3520/158947]
loss: 0.057366  [ 3840/158947]
loss: 0.049771  [ 4160/158947]
loss: 0.056318  [ 4480/158947]
loss: 0.063052  [ 4800/158947]
loss: 0.052732  [ 5120/158947]
loss: 0.046620  [ 5440/158947]
loss: 0.057667  [ 5760/158947]
loss: 0.050814  [ 6080/158947]
loss: 0.058274  [ 6400/158947]
loss: 0.051057  [ 6720/158947]
loss: 0.053128  [ 7040/158947]
loss: 0.046233  [ 7360/158947]
loss: 0.050805  [ 7680/158947]
loss: 0.052153  [ 8000/158947]
loss: 0.054251  [ 8320/158947]
loss: 0.052978  [ 8640/158947]
loss: 0.050973  [ 8960/158947]
loss: 0.056581  [ 9280/158947]
loss: 0.057817  [ 9600/158947]
loss: 0.052385  [ 9920/158947]
loss: 0.054439  [10240/158947]
loss: 0.052263  [10560/158947]
loss: 0.052683  [10880/158947]
loss: 0.050955  [11200/158947]
loss: 0.050308  [11520/158947]
loss: 0.049507  [11840/158947]
loss: 0.052963  [12160/158947]
loss: 0.053130  [12480/158947]
loss: 0.053269  [12800/158947]
loss: 0.052126  [13120/158947]
loss: 0.054416  [13440/158947]
loss: 0.049992  [13760/158947]
loss: 0.051857  [14080/158947]
loss: 0.059485  [14400/158947]
loss: 0.054452  [14720/158947]
loss: 0.055137  [15040/158947]
loss: 0.053291  [15360/158947]
loss: 0.051965  [15680/158947]
loss: 0.056212  [16000/158947]
loss: 0.047365  [16320/158947]
loss: 0.053928  [16640/158947]
loss: 0.050042  [16960/158947]
loss: 0.049653  [17280/158947]
loss: 0.055243  [17600/158947]
loss: 0.054352  [17920/158947]
loss: 0.048211  [18240/158947]
loss: 0.053260  [18560/158947]
loss: 0.054634  [18880/158947]
loss: 0.046327  [19200/158947]
loss: 0.048394  [19520/158947]
loss: 0.061213  [19840/158947]
loss: 0.051074  [20160/158947]
loss: 0.057532  [20480/158947]
loss: 0.051436  [20800/158947]
loss: 0.048212  [21120/158947]
loss: 0.054563  [21440/158947]
loss: 0.057355  [21760/158947]
loss: 0.050643  [22080/158947]
loss: 0.052614  [22400/158947]
loss: 0.055282  [22720/158947]
loss: 0.047254  [23040/158947]
loss: 0.058955  [23360/158947]
loss: 0.047585  [23680/158947]
loss: 0.049401  [24000/158947]
loss: 0.048307  [24320/158947]
loss: 0.056636  [24640/158947]
loss: 0.054099  [24960/158947]
loss: 0.055341  [25280/158947]
loss: 0.048040  [25600/158947]
loss: 0.052769  [25920/158947]
loss: 0.049918  [26240/158947]
loss: 0.051992  [26560/158947]
loss: 0.052473  [26880/158947]
loss: 0.053327  [27200/158947]
loss: 0.055572  [27520/158947]
loss: 0.049870  [27840/158947]
loss: 0.055961  [28160/158947]
loss: 0.050803  [28480/158947]
loss: 0.052302  [28800/158947]
loss: 0.052245  [29120/158947]
loss: 0.061751  [29440/158947]
loss: 0.055421  [29760/158947]
loss: 0.053324  [30080/158947]
loss: 0.051955  [30400/158947]
loss: 0.052439  [30720/158947]
loss: 0.054595  [31040/158947]
loss: 0.052939  [31360/158947]
loss: 0.052072  [31680/158947]
loss: 0.051757  [32000/158947]
loss: 0.056810  [32320/158947]
loss: 0.050456  [32640/158947]
loss: 0.057821  [32960/158947]
loss: 0.052953  [33280/158947]
loss: 0.057910  [33600/158947]
loss: 0.049660  [33920/158947]
loss: 0.054290  [34240/158947]
loss: 0.050587  [34560/158947]
loss: 0.045711  [34880/158947]
loss: 0.053180  [35200/158947]
loss: 0.051809  [35520/158947]
loss: 0.054542  [35840/158947]
loss: 0.054368  [36160/158947]
loss: 0.051954  [36480/158947]
loss: 0.060933  [36800/158947]
loss: 0.052008  [37120/158947]
loss: 0.048218  [37440/158947]
loss: 0.056969  [37760/158947]
loss: 0.060877  [38080/158947]
loss: 0.050388  [38400/158947]
loss: 0.056183  [38720/158947]
loss: 0.055954  [39040/158947]
loss: 0.058562  [39360/158947]
loss: 0.049045  [39680/158947]
loss: 0.052869  [40000/158947]
loss: 0.051447  [40320/158947]
loss: 0.047724  [40640/158947]
loss: 0.053552  [40960/158947]
loss: 0.060021  [41280/158947]
loss: 0.057725  [41600/158947]
loss: 0.059992  [41920/158947]
loss: 0.051545  [42240/158947]
loss: 0.053550  [42560/158947]
loss: 0.060140  [42880/158947]
loss: 0.053258  [43200/158947]
loss: 0.052729  [43520/158947]
loss: 0.054825  [43840/158947]
loss: 0.058082  [44160/158947]
loss: 0.055702  [44480/158947]
loss: 0.057787  [44800/158947]
loss: 0.055183  [45120/158947]
loss: 0.055629  [45440/158947]
loss: 0.052010  [45760/158947]
loss: 0.052812  [46080/158947]
loss: 0.051365  [46400/158947]
loss: 0.047958  [46720/158947]
loss: 0.056213  [47040/158947]
loss: 0.057810  [47360/158947]
loss: 0.054295  [47680/158947]
loss: 0.047076  [48000/158947]
loss: 0.050362  [48320/158947]
loss: 0.045694  [48640/158947]
loss: 0.054362  [48960/158947]
loss: 0.054598  [49280/158947]
loss: 0.049049  [49600/158947]
loss: 0.049734  [49920/158947]
loss: 0.051663  [50240/158947]
loss: 0.053058  [50560/158947]
loss: 0.048537  [50880/158947]
loss: 0.051389  [51200/158947]
loss: 0.051824  [51520/158947]
loss: 0.055523  [51840/158947]
loss: 0.052706  [52160/158947]
loss: 0.053041  [52480/158947]
loss: 0.056102  [52800/158947]
loss: 0.053527  [53120/158947]
loss: 0.048389  [53440/158947]
loss: 0.056223  [53760/158947]
loss: 0.054893  [54080/158947]
loss: 0.049852  [54400/158947]
loss: 0.055379  [54720/158947]
loss: 0.054558  [55040/158947]
loss: 0.051500  [55360/158947]
loss: 0.052383  [55680/158947]
loss: 0.058354  [56000/158947]
loss: 0.049013  [56320/158947]
loss: 0.055151  [56640/158947]
loss: 0.057131  [56960/158947]
loss: 0.050243  [57280/158947]
loss: 0.056585  [57600/158947]
loss: 0.061645  [57920/158947]
loss: 0.051572  [58240/158947]
loss: 0.058786  [58560/158947]
loss: 0.049456  [58880/158947]
loss: 0.062302  [59200/158947]
loss: 0.056813  [59520/158947]
loss: 0.059335  [59840/158947]
loss: 0.053213  [60160/158947]
loss: 0.052989  [60480/158947]
loss: 0.045980  [60800/158947]
loss: 0.050916  [61120/158947]
loss: 0.055614  [61440/158947]
loss: 0.059356  [61760/158947]
loss: 0.053659  [62080/158947]
loss: 0.050940  [62400/158947]
loss: 0.056630  [62720/158947]
loss: 0.047530  [63040/158947]
loss: 0.058264  [63360/158947]
loss: 0.051542  [63680/158947]
loss: 0.053779  [64000/158947]
loss: 0.053943  [64320/158947]
loss: 0.051433  [64640/158947]
loss: 0.054747  [64960/158947]
loss: 0.048540  [65280/158947]
loss: 0.053416  [65600/158947]
loss: 0.050530  [65920/158947]
loss: 0.051999  [66240/158947]
loss: 0.053816  [66560/158947]
loss: 0.052748  [66880/158947]
loss: 0.048609  [67200/158947]
loss: 0.053674  [67520/158947]
loss: 0.058810  [67840/158947]
loss: 0.052427  [68160/158947]
loss: 0.057780  [68480/158947]
loss: 0.047299  [68800/158947]
loss: 0.057821  [69120/158947]
loss: 0.050267  [69440/158947]
loss: 0.061075  [69760/158947]
loss: 0.049360  [70080/158947]
loss: 0.059772  [70400/158947]
loss: 0.051329  [70720/158947]
loss: 0.054239  [71040/158947]
loss: 0.052103  [71360/158947]
loss: 0.051348  [71680/158947]
loss: 0.053088  [72000/158947]
loss: 0.058203  [72320/158947]
loss: 0.056091  [72640/158947]
loss: 0.058771  [72960/158947]
loss: 0.058744  [73280/158947]
loss: 0.051103  [73600/158947]
loss: 0.050750  [73920/158947]
loss: 0.049714  [74240/158947]
loss: 0.050536  [74560/158947]
loss: 0.053186  [74880/158947]
loss: 0.054404  [75200/158947]
loss: 0.053166  [75520/158947]
loss: 0.059267  [75840/158947]
loss: 0.057053  [76160/158947]
loss: 0.056489  [76480/158947]
loss: 0.054803  [76800/158947]
loss: 0.050879  [77120/158947]
loss: 0.045770  [77440/158947]
loss: 0.054342  [77760/158947]
loss: 0.054734  [78080/158947]
loss: 0.056802  [78400/158947]
loss: 0.051711  [78720/158947]
loss: 0.051317  [79040/158947]
loss: 0.053640  [79360/158947]
loss: 0.051483  [79680/158947]
loss: 0.049732  [80000/158947]
loss: 0.050708  [80320/158947]
loss: 0.059914  [80640/158947]
loss: 0.049519  [80960/158947]
loss: 0.052626  [81280/158947]
loss: 0.052272  [81600/158947]
loss: 0.048831  [81920/158947]
loss: 0.054438  [82240/158947]
loss: 0.055034  [82560/158947]
loss: 0.051906  [82880/158947]
loss: 0.061509  [83200/158947]
loss: 0.058859  [83520/158947]
loss: 0.053897  [83840/158947]
loss: 0.048415  [84160/158947]
loss: 0.056180  [84480/158947]
loss: 0.051506  [84800/158947]
loss: 0.049219  [85120/158947]
loss: 0.054912  [85440/158947]
loss: 0.052359  [85760/158947]
loss: 0.053933  [86080/158947]
loss: 0.053228  [86400/158947]
loss: 0.062384  [86720/158947]
loss: 0.058958  [87040/158947]
loss: 0.049883  [87360/158947]
loss: 0.056022  [87680/158947]
loss: 0.051232  [88000/158947]
loss: 0.050928  [88320/158947]
loss: 0.054239  [88640/158947]
loss: 0.051400  [88960/158947]
loss: 0.061829  [89280/158947]
loss: 0.052196  [89600/158947]
loss: 0.058423  [89920/158947]
loss: 0.057986  [90240/158947]
loss: 0.056374  [90560/158947]
loss: 0.048157  [90880/158947]
loss: 0.056271  [91200/158947]
loss: 0.062130  [91520/158947]
loss: 0.052911  [91840/158947]
loss: 0.049623  [92160/158947]
loss: 0.052875  [92480/158947]
loss: 0.050989  [92800/158947]
loss: 0.048782  [93120/158947]
loss: 0.055727  [93440/158947]
loss: 0.052422  [93760/158947]
loss: 0.059819  [94080/158947]
loss: 0.052213  [94400/158947]
loss: 0.053787  [94720/158947]
loss: 0.049541  [95040/158947]
loss: 0.062043  [95360/158947]
loss: 0.050938  [95680/158947]
loss: 0.050065  [96000/158947]
loss: 0.051865  [96320/158947]
loss: 0.056240  [96640/158947]
loss: 0.055402  [96960/158947]
loss: 0.055095  [97280/158947]
loss: 0.044700  [97600/158947]
loss: 0.060325  [97920/158947]
loss: 0.056177  [98240/158947]
loss: 0.056850  [98560/158947]
loss: 0.057623  [98880/158947]
loss: 0.044870  [99200/158947]
loss: 0.049592  [99520/158947]
loss: 0.051498  [99840/158947]
loss: 0.049249  [100160/158947]
loss: 0.057326  [100480/158947]
loss: 0.053441  [100800/158947]
loss: 0.054028  [101120/158947]
loss: 0.053365  [101440/158947]
loss: 0.058508  [101760/158947]
loss: 0.047674  [102080/158947]
loss: 0.055237  [102400/158947]
loss: 0.049729  [102720/158947]
loss: 0.056112  [103040/158947]
loss: 0.056092  [103360/158947]
loss: 0.048452  [103680/158947]
loss: 0.052192  [104000/158947]
loss: 0.048000  [104320/158947]
loss: 0.051391  [104640/158947]
loss: 0.050229  [104960/158947]
loss: 0.047702  [105280/158947]
loss: 0.053615  [105600/158947]
loss: 0.052099  [105920/158947]
loss: 0.051498  [106240/158947]
loss: 0.050365  [106560/158947]
loss: 0.048108  [106880/158947]
loss: 0.056218  [107200/158947]
loss: 0.059657  [107520/158947]
loss: 0.051433  [107840/158947]
loss: 0.051656  [108160/158947]
loss: 0.053906  [108480/158947]
loss: 0.056859  [108800/158947]
loss: 0.057752  [109120/158947]
loss: 0.052883  [109440/158947]
loss: 0.050910  [109760/158947]
loss: 0.049055  [110080/158947]
loss: 0.052099  [110400/158947]
loss: 0.048209  [110720/158947]
loss: 0.054834  [111040/158947]
loss: 0.056659  [111360/158947]
loss: 0.049716  [111680/158947]
loss: 0.052323  [112000/158947]
loss: 0.053027  [112320/158947]
loss: 0.051517  [112640/158947]
loss: 0.053127  [112960/158947]
loss: 0.052152  [113280/158947]
loss: 0.050846  [113600/158947]
loss: 0.053183  [113920/158947]
loss: 0.056600  [114240/158947]
loss: 0.060142  [114560/158947]
loss: 0.058696  [114880/158947]
loss: 0.059893  [115200/158947]
loss: 0.052579  [115520/158947]
loss: 0.061877  [115840/158947]
loss: 0.066880  [116160/158947]
loss: 0.049675  [116480/158947]
loss: 0.055747  [116800/158947]
loss: 0.057688  [117120/158947]
loss: 0.059101  [117440/158947]
loss: 0.065243  [117760/158947]
loss: 0.048230  [118080/158947]
loss: 0.060598  [118400/158947]
loss: 0.060460  [118720/158947]
loss: 0.052298  [119040/158947]
loss: 0.051909  [119360/158947]
loss: 0.049986  [119680/158947]
loss: 0.050773  [120000/158947]
loss: 0.055133  [120320/158947]
loss: 0.052037  [120640/158947]
loss: 0.052776  [120960/158947]
loss: 0.051641  [121280/158947]
loss: 0.049076  [121600/158947]
loss: 0.054501  [121920/158947]
loss: 0.058636  [122240/158947]
loss: 0.065861  [122560/158947]
loss: 0.048961  [122880/158947]
loss: 0.058644  [123200/158947]
loss: 0.057301  [123520/158947]
loss: 0.048895  [123840/158947]
loss: 0.057486  [124160/158947]
loss: 0.046894  [124480/158947]
loss: 0.060610  [124800/158947]
loss: 0.060289  [125120/158947]
loss: 0.057337  [125440/158947]
loss: 0.054027  [125760/158947]
loss: 0.056562  [126080/158947]
loss: 0.054649  [126400/158947]
loss: 0.060847  [126720/158947]
loss: 0.050617  [127040/158947]
loss: 0.053840  [127360/158947]
loss: 0.052313  [127680/158947]
loss: 0.057580  [128000/158947]
loss: 0.056850  [128320/158947]
loss: 0.054134  [128640/158947]
loss: 0.052893  [128960/158947]
loss: 0.051801  [129280/158947]
loss: 0.051452  [129600/158947]
loss: 0.049062  [129920/158947]
loss: 0.056620  [130240/158947]
loss: 0.053959  [130560/158947]
loss: 0.053534  [130880/158947]
loss: 0.053882  [131200/158947]
loss: 0.060797  [131520/158947]
loss: 0.057164  [131840/158947]
loss: 0.054222  [132160/158947]
loss: 0.050856  [132480/158947]
loss: 0.056660  [132800/158947]
loss: 0.051724  [133120/158947]
loss: 0.051182  [133440/158947]
loss: 0.058942  [133760/158947]
loss: 0.048205  [134080/158947]
loss: 0.052051  [134400/158947]
loss: 0.052540  [134720/158947]
loss: 0.051590  [135040/158947]
loss: 0.055054  [135360/158947]
loss: 0.058506  [135680/158947]
loss: 0.049350  [136000/158947]
loss: 0.052903  [136320/158947]
loss: 0.049323  [136640/158947]
loss: 0.050475  [136960/158947]
loss: 0.051084  [137280/158947]
loss: 0.057375  [137600/158947]
loss: 0.055132  [137920/158947]
loss: 0.054386  [138240/158947]
loss: 0.054179  [138560/158947]
loss: 0.057140  [138880/158947]
loss: 0.057925  [139200/158947]
loss: 0.052532  [139520/158947]
loss: 0.054618  [139840/158947]
loss: 0.053617  [140160/158947]
loss: 0.052636  [140480/158947]
loss: 0.055604  [140800/158947]
loss: 0.063715  [141120/158947]
loss: 0.049417  [141440/158947]
loss: 0.053105  [141760/158947]
loss: 0.050943  [142080/158947]
loss: 0.051418  [142400/158947]
loss: 0.050608  [142720/158947]
loss: 0.056052  [143040/158947]
loss: 0.059780  [143360/158947]
loss: 0.054942  [143680/158947]
loss: 0.051757  [144000/158947]
loss: 0.059358  [144320/158947]
loss: 0.058449  [144640/158947]
loss: 0.051668  [144960/158947]
loss: 0.051682  [145280/158947]
loss: 0.048764  [145600/158947]
loss: 0.054631  [145920/158947]
loss: 0.055149  [146240/158947]
loss: 0.057006  [146560/158947]
loss: 0.058027  [146880/158947]
loss: 0.053291  [147200/158947]
loss: 0.046030  [147520/158947]
loss: 0.057410  [147840/158947]
loss: 0.053142  [148160/158947]
loss: 0.051598  [148480/158947]
loss: 0.049867  [148800/158947]
loss: 0.053363  [149120/158947]
loss: 0.051896  [149440/158947]
loss: 0.064451  [149760/158947]
loss: 0.058841  [150080/158947]
loss: 0.054542  [150400/158947]
loss: 0.068066  [150720/158947]
loss: 0.051665  [151040/158947]
loss: 0.053266  [151360/158947]
loss: 0.061279  [151680/158947]
loss: 0.061586  [152000/158947]
loss: 0.050947  [152320/158947]
loss: 0.050891  [152640/158947]
loss: 0.053572  [152960/158947]
loss: 0.051639  [153280/158947]
loss: 0.057934  [153600/158947]
loss: 0.055123  [153920/158947]
loss: 0.045801  [154240/158947]
loss: 0.046421  [154560/158947]
loss: 0.056581  [154880/158947]
loss: 0.056544  [155200/158947]
loss: 0.052288  [155520/158947]
loss: 0.061944  [155840/158947]
loss: 0.053577  [156160/158947]
loss: 0.049740  [156480/158947]
loss: 0.055193  [156800/158947]
loss: 0.058632  [157120/158947]
loss: 0.049639  [157440/158947]
loss: 0.058943  [157760/158947]
loss: 0.048850  [158080/158947]
loss: 0.060790  [158400/158947]
loss: 0.058078  [158720/158947]
Epoch 22 results: Train loss: 0.053762, Val loss: 0.054354
EarlyStopping counter: 1 out of 5
Epoch 23/50
loss: 0.044650  [    0/158947]
loss: 0.057283  [  320/158947]
loss: 0.058298  [  640/158947]
loss: 0.052017  [  960/158947]
loss: 0.056928  [ 1280/158947]
loss: 0.061765  [ 1600/158947]
loss: 0.059729  [ 1920/158947]
loss: 0.047397  [ 2240/158947]
loss: 0.052718  [ 2560/158947]
loss: 0.049952  [ 2880/158947]
loss: 0.052765  [ 3200/158947]
loss: 0.054657  [ 3520/158947]
loss: 0.047941  [ 3840/158947]
loss: 0.056889  [ 4160/158947]
loss: 0.048995  [ 4480/158947]
loss: 0.061799  [ 4800/158947]
loss: 0.057350  [ 5120/158947]
loss: 0.051498  [ 5440/158947]
loss: 0.048909  [ 5760/158947]
loss: 0.045634  [ 6080/158947]
loss: 0.056523  [ 6400/158947]
loss: 0.051361  [ 6720/158947]
loss: 0.056015  [ 7040/158947]
loss: 0.053920  [ 7360/158947]
loss: 0.057737  [ 7680/158947]
loss: 0.052426  [ 8000/158947]
loss: 0.050868  [ 8320/158947]
loss: 0.051679  [ 8640/158947]
loss: 0.056856  [ 8960/158947]
loss: 0.056091  [ 9280/158947]
loss: 0.063873  [ 9600/158947]
loss: 0.058834  [ 9920/158947]
loss: 0.063952  [10240/158947]
loss: 0.050144  [10560/158947]
loss: 0.053778  [10880/158947]
loss: 0.048602  [11200/158947]
loss: 0.053461  [11520/158947]
loss: 0.050194  [11840/158947]
loss: 0.051783  [12160/158947]
loss: 0.053457  [12480/158947]
loss: 0.048056  [12800/158947]
loss: 0.056128  [13120/158947]
loss: 0.051322  [13440/158947]
loss: 0.055328  [13760/158947]
loss: 0.055502  [14080/158947]
loss: 0.054887  [14400/158947]
loss: 0.047234  [14720/158947]
loss: 0.047294  [15040/158947]
loss: 0.055615  [15360/158947]
loss: 0.056699  [15680/158947]
loss: 0.064576  [16000/158947]
loss: 0.048915  [16320/158947]
loss: 0.054236  [16640/158947]
loss: 0.050923  [16960/158947]
loss: 0.055355  [17280/158947]
loss: 0.049936  [17600/158947]
loss: 0.055482  [17920/158947]
loss: 0.057232  [18240/158947]
loss: 0.055546  [18560/158947]
loss: 0.048979  [18880/158947]
loss: 0.062301  [19200/158947]
loss: 0.051780  [19520/158947]
loss: 0.049673  [19840/158947]
loss: 0.060664  [20160/158947]
loss: 0.056292  [20480/158947]
loss: 0.049015  [20800/158947]
loss: 0.049359  [21120/158947]
loss: 0.053727  [21440/158947]
loss: 0.061111  [21760/158947]
loss: 0.049058  [22080/158947]
loss: 0.051484  [22400/158947]
loss: 0.063122  [22720/158947]
loss: 0.053414  [23040/158947]
loss: 0.051780  [23360/158947]
loss: 0.053766  [23680/158947]
loss: 0.053231  [24000/158947]
loss: 0.066246  [24320/158947]
loss: 0.056314  [24640/158947]
loss: 0.052295  [24960/158947]
loss: 0.051858  [25280/158947]
loss: 0.058688  [25600/158947]
loss: 0.054234  [25920/158947]
loss: 0.055223  [26240/158947]
loss: 0.060701  [26560/158947]
loss: 0.051689  [26880/158947]
loss: 0.048053  [27200/158947]
loss: 0.053133  [27520/158947]
loss: 0.053635  [27840/158947]
loss: 0.055188  [28160/158947]
loss: 0.052691  [28480/158947]
loss: 0.052090  [28800/158947]
loss: 0.055718  [29120/158947]
loss: 0.052619  [29440/158947]
loss: 0.063023  [29760/158947]
loss: 0.050881  [30080/158947]
loss: 0.053808  [30400/158947]
loss: 0.057154  [30720/158947]
loss: 0.051408  [31040/158947]
loss: 0.062166  [31360/158947]
loss: 0.048859  [31680/158947]
loss: 0.061218  [32000/158947]
loss: 0.052246  [32320/158947]
loss: 0.049766  [32640/158947]
loss: 0.049643  [32960/158947]
loss: 0.054581  [33280/158947]
loss: 0.055703  [33600/158947]
loss: 0.055406  [33920/158947]
loss: 0.052266  [34240/158947]
loss: 0.060556  [34560/158947]
loss: 0.057134  [34880/158947]
loss: 0.055684  [35200/158947]
loss: 0.053840  [35520/158947]
loss: 0.052997  [35840/158947]
loss: 0.057689  [36160/158947]
loss: 0.052534  [36480/158947]
loss: 0.051890  [36800/158947]
loss: 0.052469  [37120/158947]
loss: 0.040536  [37440/158947]
loss: 0.053105  [37760/158947]
loss: 0.051762  [38080/158947]
loss: 0.060686  [38400/158947]
loss: 0.056200  [38720/158947]
loss: 0.058773  [39040/158947]
loss: 0.050886  [39360/158947]
loss: 0.054479  [39680/158947]
loss: 0.051216  [40000/158947]
loss: 0.048648  [40320/158947]
loss: 0.056131  [40640/158947]
loss: 0.050330  [40960/158947]
loss: 0.063822  [41280/158947]
loss: 0.053160  [41600/158947]
loss: 0.049531  [41920/158947]
loss: 0.050143  [42240/158947]
loss: 0.058943  [42560/158947]
loss: 0.060199  [42880/158947]
loss: 0.058332  [43200/158947]
loss: 0.054112  [43520/158947]
loss: 0.054180  [43840/158947]
loss: 0.048769  [44160/158947]
loss: 0.049460  [44480/158947]
loss: 0.051808  [44800/158947]
loss: 0.064624  [45120/158947]
loss: 0.055184  [45440/158947]
loss: 0.061878  [45760/158947]
loss: 0.055144  [46080/158947]
loss: 0.067353  [46400/158947]
loss: 0.052923  [46720/158947]
loss: 0.057061  [47040/158947]
loss: 0.052373  [47360/158947]
loss: 0.059550  [47680/158947]
loss: 0.056914  [48000/158947]
loss: 0.064818  [48320/158947]
loss: 0.050871  [48640/158947]
loss: 0.054491  [48960/158947]
loss: 0.048401  [49280/158947]
loss: 0.055255  [49600/158947]
loss: 0.051504  [49920/158947]
loss: 0.052511  [50240/158947]
loss: 0.062221  [50560/158947]
loss: 0.051495  [50880/158947]
loss: 0.061419  [51200/158947]
loss: 0.051090  [51520/158947]
loss: 0.056359  [51840/158947]
loss: 0.052696  [52160/158947]
loss: 0.050959  [52480/158947]
loss: 0.052119  [52800/158947]
loss: 0.064307  [53120/158947]
loss: 0.050568  [53440/158947]
loss: 0.049471  [53760/158947]
loss: 0.045292  [54080/158947]
loss: 0.054732  [54400/158947]
